2017/07/29;Remote violence;2.08438;45.39;0
2017/07/29;Remote violence;3.51716;42.23408;0
2017/07/28;Strategic development;1.6298;44.5196;2
2017/07/28;Remote violence;3.38342;45.59693;0
2017/07/27;Battle-No change of territory;2.15;45.116;0
2017/07/27;Riots/Protests;6.76924;47.43061;0
2017/07/27;Riots/Protests;6.76924;47.43061;1
2017/07/27;Remote violence;3.38342;45.59693;0
2017/07/27;Battle-No change of territory;-1.13694;41.2174;0
2017/07/27;Remote violence;-1.13694;41.2174;2
2017/07/27;Remote violence;3.79999;42.54459;0
2017/07/27;Battle-No change of territory;4.4;43.91667;0
2017/07/27;Riots/Protests;2.04105;45.33684;0
2017/07/27;Remote violence;-0.1302;42.57433;0
2017/07/26;Remote violence;2.15;45.116;0
2017/07/26;Strategic development;6.76924;47.43061;0
2017/07/26;Battle-No change of territory;-0.17338;41.26954;0
2017/07/26;Remote violence;3.38342;45.59693;0
2017/07/26;Remote violence;-1.13694;41.2174;0
2017/07/26;Battle-No change of territory;2.0462;45.33407;11
2017/07/26;Battle-No change of territory;2.03373;45.34;6
2017/07/26;Remote violence;-0.1302;42.57433;0
2017/07/25;Remote violence;2.33993;42.28598;0
2017/07/25;Remote violence;2.97043;45.53468;0
2017/07/25;Battle-No change of territory;2.0462;45.33407;1
2017/07/25;Battle-No change of territory;2.02764;45.33;1
2017/07/24;Battle-No change of territory;4.73598;45.20427;1
2017/07/24;Battle-No change of territory;3.78074;41.89431;4
2017/07/24;Strategic development;9.74503;45.63403;0
2017/07/24;Battle-No change of territory;6.76924;47.43061;0
2017/07/24;Riots/Protests;9.70071;43.62489;0
2017/07/24;Battle-No change of territory;1.71305;44.76388;0
2017/07/23;Remote violence;3.11718;43.6469;4
2017/07/23;Battle-No change of territory;10.62182;47.36813;0
2017/07/23;Remote violence;3.03985;43.79688;1
2017/07/23;Battle-No change of territory;2.0095;45.25;0
2017/07/23;Battle-No change of territory;2.20586;41.62493;0
2017/07/23;Strategic development;2.03333;45.35;0
2017/07/23;Battle-No change of territory;3.38342;45.59693;0
2017/07/23;Strategic development;2.06944;45.24213;0
2017/07/23;Battle-No change of territory;2.26145;41.84209;0
2017/07/23;Battle-No change of territory;2.61945;44.89357;10
2017/07/22;Remote violence;8.67149;47.15862;1
2017/07/22;Battle-No change of territory;3.85194;45.56512;0
2017/07/22;Remote violence;3.85194;45.56512;3
2017/07/22;Battle-No change of territory;2.25241;44.69053;0
2017/07/22;Remote violence;8.67149;47.15862;1
2017/07/22;Strategic development;2.78088;45.49682;0
2017/07/21;Battle-No change of territory;5.53764;46.3867;10
2017/07/21;Battle-Non-state actor overtakes territory;4.74;45.2;10
2017/07/20;Battle-No change of territory;4.73598;45.20427;0
2017/07/20;Battle-No change of territory;0.40627;41.01238;1
2017/07/20;Battle-No change of territory;5.53764;46.3867;10
2017/07/19;Battle-No change of territory;3.21437;43.19805;0
2017/07/19;Remote violence;2.04555;45.34;0
2017/07/19;Battle-No change of territory;0.0796;41.6418;2
2017/07/18;Remote violence;2.33993;42.28598;0
2017/07/18;Remote violence;2.8;45.55;0
2017/07/18;Remote violence;-0.5462;41.6398;4
2017/07/18;Battle-No change of territory;4.0328;43.1573;1
2017/07/18;Battle-No change of territory;9.0826;45.75757;0
2017/07/18;Battle-No change of territory;2.08438;45.39;1
2017/07/18;Remote violence;3.38342;45.59693;0
2017/07/18;Riots/Protests;9.9333;45.1833;0
2017/07/17;Remote violence;2.33993;42.28598;1
2017/07/17;Strategic development;0.40627;41.01238;0
2017/07/17;Remote violence;-0.36029;42.54626;3
2017/07/17;Battle-No change of territory;2.53197;45.38828;6
2017/07/17;Remote violence;2.97043;45.53468;0
2017/07/17;Battle-No change of territory;2.05492;45.33;1
2017/07/17;Battle-No change of territory;2.09048;45.17662;2
2017/07/16;Battle-No change of territory;2.15;45.116;4
2017/07/16;Battle-No change of territory;3.11718;43.6469;1
2017/07/16;Battle-No change of territory;4.73598;45.20427;1
2017/07/16;Battle-No change of territory;3.85194;45.56512;12
2017/07/16;Battle-No change of territory;2.0054;44.9872;0
2017/07/16;Remote violence;3.51716;42.23408;40
2017/07/16;Battle-No change of territory;1.78586;44.5313;7
2017/07/16;Remote violence;-0.1302;42.57433;0
2017/07/15;Battle-No change of territory;2.87123;43.00434;2
2017/07/13;Battle-Government regains territory;0.79461;43.37873;1
2017/07/13;Battle-No change of territory;4.12303;43.89012;2
2017/07/13;Remote violence;3.328;42.21988;0
2017/07/12;Battle-No change of territory;2.04936;45.31986;0
2017/07/12;Battle-No change of territory;2.814;46.1351;12
2017/07/12;Battle-No change of territory;2.04803;45.32;0
2017/07/12;Battle-No change of territory;2.08438;45.39;0
2017/07/12;Battle-No change of territory;2.03333;45.35;0
2017/07/12;Battle-No change of territory;2.06944;45.24213;5
2017/07/12;Battle-No change of territory;2.01951;45.31;0
2017/07/12;Battle-No change of territory;6.03856;46.42865;0
2017/07/12;Battle-No change of territory;2.06777;45.35;2
2017/07/12;Remote violence;3.328;42.21988;10
2017/07/12;Battle-No change of territory;2.04139;45.33372;1
2017/07/11;Battle-No change of territory;2.33993;42.28598;0
2017/07/11;Battle-No change of territory;9.52213;45.53363;0
2017/07/11;Battle-No change of territory;2.0054;44.9872;0
2017/07/11;Remote violence;2.05814;45.30029;0
2017/07/11;Remote violence;2.08438;45.39;0
2017/07/11;Riots/Protests;9.93869;43.18392;0
2017/07/11;Riots/Protests;11.28366;49.1806;0
2017/07/10;Battle-No change of territory;2.15;45.116;1
